artist,avg_pop,avg_duration,avg_temp,avg_energy,avg_danceability,avg_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,rating_np,rating_ps,rating_pk,rating_hi,rating_svm
SelloRekt / LA Dreams,28,264504,124.26,0.7,0.53,-9.34,0.04,0.86,0.08,0.13,0.44,,,,,
Selwyn Birchwood,24,265062,122.27,0.78,0.54,-5.37,0.06,0.07,0.17,0.3,0.68,,,,,
Semblant,25,286569,128.81,0.96,0.42,-4.1,0.15,0.16,0,0.2,0.16,,,,,
Semedo,36,319503,120.01,0.86,0.83,-5.96,0.07,0.19,0,0.46,0.49,,,,,
Señor Kino,34,174400,131.85,0.78,0.38,-7.14,0.05,0.3,0.13,0.15,0.5,,,,,
Sensational Saints,32,210237,149.59,0.49,0.5,-11.23,0.03,0,0.37,0.53,0.76,,,,,
Sense Field,31,198107,114.24,0.65,0.31,-6.55,0.03,0,0.01,0.31,0.3,,,,,
Senses Fail,25,218037,131.79,0.9,0.42,-4.31,0.1,0.01,0.02,0.24,0.35,,,,,
Sensey,36,195933,141.7,0.66,0.71,-6.45,0.16,0,0.36,0.14,0.37,,,,,
Sent By Ravens,31,201027,146.28,0.87,0.42,-3.59,0.05,0,0,0.2,0.43,,,,,
Sentenced,26,257504,117.04,0.82,0.47,-5.59,0.05,0.11,0.02,0.23,0.28,,,,,
Seon,41,173482,113.92,0.53,0.71,-7.72,0.15,0,0.46,0.15,0.33,,,,,
Seoul,25,255860,112.2,0.66,0.61,-7.97,0.04,0.3,0.28,0.13,0.46,,,,,
Sepalcure,19,295955,144.96,0.66,0.65,-9.09,0.09,0.47,0,0.09,0.41,,,,,
Sephiroth,24,408769,74.72,0.36,0.32,-17.79,0.04,0.87,0.7,0.16,0.07,,,,,
Sephyx,24,218307,134.7,0.84,0.42,-4.87,0.05,0.03,0.03,0.25,0.18,,,,,
Sepia,28,282356,140,0.44,0.78,-12.5,0.08,0.77,0.04,0.25,0.42,,,,,
Septicflesh,27,266689,119.22,0.88,0.36,-5.08,0.08,0.56,0,0.24,0.17,,,,,
Sepultura,27,246739,122.07,0.94,0.38,-6.21,0.11,0.16,0,0.24,0.25,,,,,
Serani,32,189704,139.25,0.78,0.69,-4.38,0.24,0,0.13,0.14,0.73,,,,,
Serena Mendes,34,190931,97.93,0.21,0.7,-12.42,0.09,0.6,0.93,0.1,0.33,,,,,
Serena Ryder,29,207143,117.42,0.63,0.62,-6.14,0.05,0,0.33,0.16,0.47,,,,,
Serenity,20,231847,115.29,0.83,0.45,-5.27,0.06,0.26,0.19,0.34,0.26,,,,,
Serenity In Murder,18,226105,95.05,0.89,0.32,-3.63,0.08,0.17,0,0.13,0.09,,,,,
Serge Devant,32,350899,127.17,0.76,0.72,-7.8,0.04,0.38,0,0.43,0.47,,,,,
Serge Funk,32,276081,121.46,0.87,0.81,-5.1,0.11,0.55,0.01,0.06,0.83,,,,,
Serge Legran,29,189864,112.18,0.79,0.76,-5.32,0.1,0.34,0.27,0.18,0.47,,,,,
Sergei Baronin,38,148300,88.59,0.09,0.69,-17.79,0.14,0.79,0.94,0.11,0.25,,,,,
Sergey Cheremisinov,29,125968,96.77,0.11,0.34,-27.94,0.04,0.86,0.96,0.11,0.08,,,,,
Sergio & Odair Assad,22,164413,125.28,0.3,0.32,-18.94,0.04,0.88,0.97,0.1,0.34,,,,,
Sergio Díaz De Rojas,29,189247,103.23,0.1,0.35,-26.38,0.04,0.86,0.97,0.11,0.17,,,,,
Sergio Esquivel,27,174061,122.28,0.37,0.65,-14.25,0.07,0,0.8,0.14,0.63,,,,,
Sérgio Lopes,35,269335,104.99,0.49,0.35,-9.64,0.03,0,0.49,0.55,0.29,,,,,
Sergio Vargas,49,284662,134.81,0.9,0.69,-5.04,0.1,0,0.29,0.05,0.84,,,,,
"Sergio Vega ""El Shaka""",45,202355,119.3,0.53,0.74,-5.41,0.05,0,0.54,0.14,0.8,,,,,
Serial Killaz,26,306731,159.71,0.93,0.6,-2.43,0.08,0.11,0,0.3,0.68,,,,,
Seringai,34,212294,113.04,0.91,0.53,-5.17,0.11,0.11,0.02,0.25,0.48,,,,,
Serj Tankian,41,229278,125,0.86,0.47,-4.18,0.05,0,0.03,0.16,0.37,,,,,
Serpent Column,18,92251,159.31,0.85,0.18,-7.72,0.09,0.95,0.01,0.52,0.13,,,,,
Serpentor,22,316684,152.06,1,0.29,-1.85,0.13,0,0,0.23,0.24,,,,,
Serph,29,240059,143.34,0.75,0.51,-8.22,0.04,0.31,0.09,0.18,0.4,,,,,
Serration,20,182210,138.95,0.96,0.28,-6.71,0.14,0.24,0,0.3,0.17,,,,,
Sertab Erener,34,220959,134.38,0.69,0.63,-5.56,0.07,0,0.34,0.23,0.59,,,,,
Serú Girán,48,284079,117.26,0.38,0.47,-12.71,0.04,0.03,0.61,0.16,0.25,,,,,
Serum,27,281111,152.08,0.93,0.65,-0.83,0.14,0.42,0.04,0.29,0.38,,,,,
Serzo,26,188195,151.95,0.9,0.42,-5.03,0.09,0.05,0.02,0.31,0.28,,,,,
Session Victim,31,287191,115.02,0.62,0.7,-11.38,0.05,0.8,0.22,0.13,0.51,,,,,
Set Fire To Flames,24,222787,100.13,0.24,0.25,-19.95,0.08,0.71,0.88,0.26,0.08,,,,,
Set for the Fall,23,216621,145,0.93,0.39,-4.15,0.09,0,0,0.22,0.36,,,,,
Set It Off,37,204227,137.25,0.82,0.53,-4.79,0.07,0,0.08,0.21,0.57,,,,,
Set Your Goals,23,179767,142.88,0.92,0.4,-4.95,0.14,0.12,0.02,0.29,0.42,,,,,
Seth Ennis,44,192505,102,0.63,0.63,-6.82,0.04,0,0.39,0.16,0.59,,,,,
Seth Troxler,25,368470,124.73,0.69,0.73,-10.7,0.05,0.84,0,0.13,0.26,,,,,
Seth Walker,23,214510,100.55,0.37,0.7,-9.98,0.04,0.01,0.7,0.16,0.57,,,,,
Setsuko,20,118959,109.31,0.95,0.2,-5.55,0.13,0.98,0,0.42,0.07,,,,,
Settle Your Scores,30,201033,132.23,0.92,0.46,-5.35,0.11,0.06,0.01,0.25,0.47,,,,,
Settlefish,24,165093,138.71,0.79,0.45,-6.77,0.06,0,0,0.17,0.57,,,,,
Sev Dah,17,336170,138.01,0.81,0.77,-10.43,0.05,0.9,0.05,0.11,0.05,,,,,
Sevdaliza,38,230024,114.98,0.51,0.6,-8.9,0.1,0.18,0.29,0.16,0.24,,,,,
Seven Lions,32,268447,135.19,0.76,0.48,-5.81,0.07,0.13,0.1,0.22,0.23,,,,,
Seven Mary Three,36,266600,105.24,0.49,0.4,-10.06,0.05,0,0.35,0.61,0.35,,,,,
Seven Miles South,36,214273,122.3,0.68,0.58,-6.62,0.03,0,0.04,0.18,0.39,,8,,,
Seven Places,25,195994,111.03,0.84,0.46,-3.74,0.05,0,0,0.27,0.55,,,,,
Sevendust,25,239739,127.47,0.9,0.47,-4.64,0.11,0.03,0.02,0.19,0.34,,,,,
Sevenn,50,178136,124,0.74,0.78,-5.31,0.1,0.54,0.05,0.22,0.55,,,,,
Seventh Day Slumber,23,236413,131.65,0.78,0.45,-6.26,0.05,0.1,0.03,0.16,0.35,,,,,
Seventh Wonder,23,350787,125.09,0.89,0.43,-5.33,0.08,0,0.04,0.27,0.36,,,,,
Severe Torture,18,197000,118.17,0.96,0.32,-5.35,0.2,0.94,0,0.06,0.16,,,,,
Severed Heads,26,231191,126.43,0.85,0.65,-10,0.09,0.72,0.06,0.23,0.61,,,,,
Severed Savior,18,183536,129.48,1,0.29,-6.74,0.11,0.8,0,0.4,0.07,,,,,
Sevyn Streeter,42,217043,106.24,0.62,0.66,-6.83,0.09,0.01,0.12,0.2,0.44,,,,,
Sewerperson,31,161699,124.39,0.49,0.62,-9.63,0.17,0.01,0.37,0.18,0.3,,,,,
Sewerslvt,42,345239,136.01,0.92,0.3,-4.33,0.16,0.8,0.03,0.3,0.16,,,,,
Sex Gang Children,20,261834,106.95,0.8,0.45,-7.66,0.04,0.61,0,0.21,0.55,,,,,
Sex Pistols,27,187907,147.93,0.85,0.32,-7.27,0.07,0.35,0.08,0.31,0.46,,,,,
Sex Prisoner,21,71118,112.44,0.94,0.28,-5.47,0.14,0.55,0,0.38,0.31,,,,,
Sextile,35,191411,138.69,0.85,0.52,-6.21,0.04,0.6,0.01,0.23,0.51,,,,,
Sexy Girls,30,224954,140.09,0.65,0.61,-11.5,0.03,0.2,0.25,0.23,0.65,,,,,
Sexy Pigeon,47,123805,123.02,0.28,0.74,-15.82,0.04,0.46,0.57,0.11,0.49,,,,,
Sexy Sushi,36,182180,134.56,0.71,0.74,-6.01,0.07,0.19,0.11,0.1,0.81,,,,,
Sezer Uysal,27,480015,123.01,0.71,0.73,-8.85,0.05,0.83,0,0.09,0.34,,,,,
SG Lewis,47,240032,119.54,0.68,0.68,-6.22,0.15,0.03,0.11,0.22,0.6,,,,,
Shaan,50,319521,111.51,0.77,0.67,-6.02,0.07,0,0.19,0.19,0.68,,,,,
Shabazz Palaces,31,229239,126.24,0.45,0.61,-12.55,0.23,0.01,0.22,0.17,0.38,,,,,
Shabba Ranks,25,252460,116.74,0.68,0.79,-8.37,0.18,0,0.14,0.19,0.8,,,,,
Shad Shadows,26,213682,136.68,0.69,0.52,-10.29,0.03,0.76,0,0.22,0.36,,,,,
Shaddaï Ndombaxe,33,234100,118.82,0.58,0.65,-7.83,0.05,0,0.49,0.14,0.5,,,,,
Shade Empire,22,352735,123.95,0.94,0.33,-6.17,0.1,0.85,0,0.24,0.19,,,,,
Shade k,22,207497,129.74,0.89,0.77,-6.07,0.1,0.38,0.01,0.29,0.48,,,,,
Shade Sheist,30,281727,94.85,0.44,0.86,-7,0.14,0.01,0.04,0.12,0.68,,,,,
Shades,27,212736,97.61,0.63,0.58,-8.16,0.16,0.46,0.04,0.26,0.18,,,,,
Shadient,28,181519,113.95,0.71,0.56,-7.26,0.1,0.38,0.05,0.23,0.23,,,,,
Shadow Child,26,265307,125.32,0.87,0.75,-6.23,0.08,0.66,0.02,0.24,0.48,,,,,
Shadow Project,18,259556,135.01,0.49,0.64,-14.27,0.05,0,0,0.24,0.33,,,,,
Shadowfax,23,241720,165.48,0.15,0.29,-17.89,0.04,0.92,0.9,0.09,0.08,,,,,
Shadows Fall,23,260749,131.83,0.92,0.41,-4.23,0.1,0.04,0,0.18,0.48,,,,,
Shady Moon,49,131070,111.89,0.51,0.81,-9.11,0.24,0.01,0.42,0.27,0.52,,,,,
SHAED,65,197198,126.73,0.49,0.61,-6.42,0.03,0,0.45,0.11,0.42,,,,,
Shaggy,38,223700,117.39,0.7,0.8,-5.96,0.13,0,0.11,0.16,0.69,,,,,
Shaggy Soldiers,25,189409,151.45,0.83,0.49,-4.55,0.05,0,0.09,0.26,0.27,,,,,
Shahin Najafi,41,250346,123.04,0.57,0.64,-6.94,0.05,0.25,0.47,0.1,0.41,,,,,
Shai,24,275934,130.45,0.41,0.62,-11.02,0.04,0,0.09,0.22,0.36,,,,,
Shai Hulud,21,186749,121.44,0.98,0.27,-3.93,0.15,0,0.01,0.31,0.28,,,,,
Shajan,26,526761,78.19,0.13,0.14,-19.56,0.04,0.86,0.8,0.2,0.05,,,,,
Shakarchi & Stranéus,28,353381,120.68,0.66,0.76,-9.65,0.05,0.8,0.31,0.16,0.59,,,,,
Shakatak,26,258600,118.09,0.69,0.68,-9.18,0.04,0.39,0.27,0.15,0.67,,,,,
Shakedown,35,322202,124.63,0.87,0.74,-6.49,0.06,0.39,0.06,0.15,0.63,,,,,
Shaker,46,166945,124.22,0.61,0.62,-6.8,0.04,0.01,0.2,0.13,0.33,,,,,
Shakewell,52,157291,109.18,0.64,0.79,-7.39,0.15,0.01,0.19,0.12,0.38,,,,,
Shakin' Stevens,40,193130,127.76,0.77,0.62,-4.43,0.04,0,0.19,0.15,0.75,,,,,
Shakira,53,216747,123.68,0.72,0.71,-5.91,0.07,0,0.24,0.21,0.62,,,,,
Shakra,31,240121,123.73,0.84,0.49,-5.33,0.04,0.05,0.04,0.18,0.43,,,,,
Shallou,50,221033,115.7,0.57,0.64,-9.09,0.06,0.25,0.32,0.15,0.24,,,,,
Sham 69,27,159580,150.1,0.96,0.41,-10.35,0.07,0,0.15,0.12,0.45,,,,,
Shamanes Crew,37,231719,121.22,0.78,0.71,-5.59,0.14,0,0.18,0.19,0.73,,,,,
Shaman's Harvest,28,228187,129.28,0.74,0.49,-5.46,0.05,0.01,0.05,0.17,0.42,,,,,
shame,36,231984,130,0.85,0.39,-5.79,0.07,0.29,0.04,0.24,0.36,,,,,
Shamoon Ismail,47,198190,115.32,0.39,0.69,-11.68,0.05,0.03,0.12,0.13,0.36,,,,,
Shamrain,27,304941,122.82,0.61,0.34,-7.11,0.03,0.31,0.07,0.18,0.15,,,,,
Shana Wilson-Williams,23,376705,114.64,0.63,0.4,-7.91,0.05,0,0.26,0.36,0.34,,,,,
Shane & Shane,38,295073,124.42,0.46,0.48,-9.53,0.03,0,0.35,0.13,0.28,,,,,
Shane Codd,53,168005,125,0.87,0.66,-4.68,0.06,0.13,0.07,0.18,0.59,,,,,
Shane E,26,175340,111.5,0.66,0.62,-6.33,0.31,0,0.27,0.15,0.38,,,,,
Shane O,25,194696,93.79,0.71,0.71,-4.31,0.25,0,0.35,0.12,0.45,,,,,
Shaneil Muir,28,177203,111.45,0.61,0.72,-6.31,0.26,0,0.37,0.16,0.51,,,,,
Shania Twain,41,221599,113.83,0.73,0.59,-5.42,0.05,0,0.21,0.25,0.64,,,,,
SHANK,32,149848,122.8,0.97,0.49,-3.55,0.1,0,0,0.21,0.37,,,,,
Shankar-Ehsaan-Loy,56,386837,114.18,0.67,0.57,-7.75,0.06,0,0.4,0.21,0.6,,,,,
Shannon,26,298652,117.38,0.78,0.7,-9.32,0.06,0.17,0.01,0.2,0.73,,,,,
Shannon & The Clams,27,180774,130.97,0.73,0.42,-5.95,0.06,0.21,0.33,0.23,0.59,,,,,
Shanti People,34,312766,138.44,0.88,0.59,-4.81,0.1,0.15,0.02,0.2,0.28,,,,,
Shaolin Temple Defenders,30,216207,118.25,0.72,0.78,-7.63,0.06,0.18,0.07,0.21,0.91,,,,,
Shaparder,35,261269,122.97,0.68,0.73,-7.75,0.04,0.06,0.39,0.38,0.27,,,,,
Shapeshifter,24,311724,153.34,0.79,0.48,-6.6,0.07,0.19,0.06,0.2,0.3,,,,,
ShaqStar,21,156074,124.31,0.47,0.66,-6.83,0.27,0,0.5,0.11,0.32,,,,,
Sharam Jey,31,274630,121.51,0.82,0.81,-6.82,0.08,0.46,0.02,0.15,0.54,,,,,
Sharapov,20,264156,119.33,0.74,0.79,-7.09,0.05,0.28,0.04,0.14,0.41,,,,,
Sharaya J,23,119744,110.64,0.76,0.77,-6.61,0.19,0,0.04,0.28,0.53,,,,,
Sharhabil Ahmed,19,279988,105.56,0.72,0.59,-6.52,0.04,0.18,0.65,0.13,0.96,,,,,
Sharks,30,218057,123.37,0.86,0.58,-2.54,0.16,0.34,0.04,0.15,0.3,,,,,
Sharks In Your Mouth,28,249780,147.79,0.86,0.43,-4.43,0.07,0,0.01,0.22,0.33,,,,,
Sharon Jones & The Dap-Kings,32,202769,118.22,0.66,0.61,-6.78,0.06,0.06,0.41,0.15,0.77,,,,,
Sharon Shannon,28,254315,149.66,0.73,0.34,-8.46,0.05,0,0.33,0.12,0.7,,,,,
Sharon Van Etten,27,247460,106.8,0.42,0.41,-9.33,0.03,0.18,0.41,0.14,0.2,,,,,
Shastro,24,644834,106.84,0.18,0.33,-18.18,0.04,0.79,0.88,0.15,0.14,,,,,
Shatta Wale,27,206188,110.76,0.7,0.76,-6.02,0.24,0,0.3,0.2,0.77,,,,,
Shattered Realm,21,133219,101.51,0.77,0.39,-4.88,0.07,0.13,0,0.2,0.39,,,,,
Shattered Skies,23,296065,130.98,0.89,0.47,-7.48,0.07,0.11,0,0.3,0.35,,,,,
Shattered Sun,21,238899,140.45,0.97,0.4,-3.57,0.15,0,0.01,0.44,0.27,,,,,
Shaun Dean,33,236770,130.38,0.73,0.82,-6.43,0.1,0.16,0.11,0.14,0.56,,,,,
Shaun Escoffery,34,267382,117.6,0.61,0.8,-7.87,0.05,0.01,0.1,0.13,0.78,,,,,
Shaun Frank,31,212091,130.56,0.82,0.61,-4.9,0.07,0.03,0.08,0.16,0.31,,,,,
Shaun Martin,28,318420,119.43,0.7,0.5,-12.29,0.06,0.73,0.19,0.21,0.6,,,,,
Shavi,29,197761,110.94,0.65,0.68,-6.66,0.09,0,0.29,0.15,0.38,,,,,
Shawn Christopher,23,350587,120.27,0.7,0.75,-11.99,0.05,0.01,0,0.07,0.52,,,,,
Shawn Colvin,22,224867,100.44,0.45,0.55,-9.54,0.05,0,0.51,0.15,0.59,,,,,
Shawn James & the Shapeshifters,26,250861,137.67,0.55,0.3,-6.43,0.04,0.06,0.41,0.2,0.36,,,,,
Shawn Jones,21,237218,119.82,0.66,0.62,-7.39,0.08,0,0.17,0.14,0.78,,,,,
Shawn Lee's Ping Pong Orchestra,35,218310,82.33,0.7,0.62,-5.64,0.03,0.3,0.12,0.37,0.63,,,,,
Shawn McDonald,35,223317,130.36,0.63,0.62,-7.97,0.03,0,0.23,0.13,0.51,,,,,
Shawn Mendes,61,199094,123.04,0.6,0.62,-6.35,0.09,0,0.3,0.13,0.52,,,,,
Shawn Storm,21,198159,102.4,0.7,0.71,-6.36,0.36,0,0.44,0.23,0.62,,,,,
Shayne Ward,47,237148,95.26,0.52,0.54,-5.97,0.03,0,0.29,0.12,0.39,,,,,
Shazz,34,283720,111.27,0.56,0.83,-10.08,0.06,0.42,0.26,0.16,0.75,,,,,
SHDW & Obscure Shape,20,340893,136.82,0.92,0.69,-7.97,0.07,0.88,0.01,0.11,0.21,,,,,
she,23,186226,124.1,0.82,0.6,-5.2,0.09,0.25,0.05,0.25,0.66,,,,,
She & Him,30,173198,117.35,0.43,0.51,-9.33,0.04,0.01,0.63,0.16,0.4,,,,,
She Past Away,25,267898,143.4,0.88,0.57,-6.25,0.05,0.81,0.02,0.16,0.68,,,,,
She Said Disco,21,257875,104.66,0.84,0.63,-6.9,0.16,0.39,0.13,0.11,0.34,,,,,
Shea Abshier & the Nighthowlers,40,231142,137.34,0.65,0.58,-7.83,0.05,0,0.14,0.11,0.51,,,,,
Shea Norman,25,213507,78.01,0.25,0.35,-10.72,0.03,0,0.88,0.15,0.24,,,,,
Shearwater,32,233854,109.32,0.65,0.57,-7.98,0.03,0.44,0.35,0.13,0.54,,,,,
Sheavy,28,398800,169.25,0.84,0.23,-9.58,0.13,0.01,0,0.08,0.43,,,,,
Sheba Potts-Wright,27,265690,140.33,0.59,0.74,-7.47,0.09,0,0.2,0.13,0.79,,,,,
Shebang,25,193724,155.07,0.94,0.5,-3.19,0.06,0,0.01,0.21,0.72,,,,,
Shed,22,280479,127.29,0.66,0.54,-13.67,0.1,0.83,0.15,0.15,0.3,,,,,
SHeDAISY,28,204125,127.37,0.67,0.52,-5.85,0.04,0,0.24,0.18,0.56,,,,,
SHEE,28,357064,125.79,0.86,0.67,-9.1,0.07,0.69,0.06,0.17,0.67,,,,,
Sheek Louch,27,218932,96.44,0.75,0.63,-5.51,0.32,0,0.13,0.18,0.6,,,,,
Sheer Mag,25,199587,126.53,0.82,0.6,-4.76,0.05,0.32,0.05,0.25,0.8,,,,,
Sheer Terror,23,159184,130.38,0.97,0.29,-4.87,0.12,0.05,0.08,0.16,0.32,,,,,
Sheila On 7,61,235057,149.91,0.72,0.51,-7.16,0.05,0,0.16,0.2,0.61,,,,,
Shekinah Glory Ministry,23,356290,99.95,0.37,0.35,-11.09,0.05,0,0.35,0.33,0.22,,,,,
Shelly Fraley,28,236227,113.33,0.39,0.38,-9.17,0.03,0.65,0.6,0.21,0.16,,,,,
Shemekia Copeland,28,238291,126.79,0.62,0.62,-6.13,0.06,0,0.28,0.16,0.59,,,,,
Shenandoah,26,223449,111.27,0.52,0.66,-10.42,0.03,0,0.55,0.14,0.58,,,,,
Shenseea,36,169734,119.35,0.71,0.74,-5.09,0.2,0,0.23,0.19,0.6,,,,,
Sheri Jones-Moffett,29,267080,132.9,0.57,0.44,-6.77,0.05,0,0.21,0.37,0.31,,,,,
Sherwin Gardner,23,249086,142.43,0.61,0.65,-6.88,0.22,0,0.13,0.17,0.64,,9,,,
Sherwood,23,227224,144.61,0.93,0.52,-3.92,0.06,0,0.03,0.19,0.55,,,,,
Sheryl Crow,48,243907,123.69,0.71,0.6,-4.96,0.04,0,0.19,0.13,0.63,,,,,
Shiba San,28,258907,125.26,0.79,0.82,-6.75,0.06,0.68,0.02,0.1,0.42,,,,,
Shields,26,226116,139.98,1,0.42,-3.63,0.21,0,0,0.36,0.11,,,,,
Shift K3Y,30,203670,124.69,0.82,0.76,-4.62,0.1,0.15,0.04,0.18,0.58,,,,,
Shifted,23,426780,127,0.85,0.7,-8.66,0.08,0.9,0.15,0.12,0.43,,,,,
Shiloh Dynasty,53,148270,122.57,0.26,0.66,-15.23,0.15,0.27,0.69,0.19,0.37,,,,,
Shimmertraps,29,198903,124.11,0.7,0.71,-8.73,0.12,0.52,0.11,0.18,0.73,,,,,
Shimon,23,315646,147.41,0.93,0.58,-4.55,0.07,0.78,0,0.23,0.54,,,,,
Shin Seung Hun,30,231670,107.45,0.61,0.55,-5.58,0.05,0,0.34,0.15,0.27,,,,,
Shinedown,44,217420,134.6,0.83,0.46,-4.59,0.06,0.02,0.05,0.18,0.4,,,,,
Shingo Nakamura,27,336261,123.39,0.71,0.67,-8.72,0.04,0.78,0.03,0.21,0.34,,,,,
Shinichi Atobe,25,491448,116.28,0.46,0.69,-15.76,0.09,0.85,0.57,0.13,0.61,,,,,
Shinichi Osawa,26,346347,131.49,0.96,0.61,-3.35,0.08,0.31,0.05,0.27,0.46,,,,,
Shinichiro Yokota,27,320206,118.52,0.69,0.78,-9.18,0.05,0.84,0.05,0.12,0.62,,,,,
shinigami,27,192006,113.08,0.52,0.58,-9.3,0.04,0.13,0.5,0.18,0.18,,,,,
Shining,22,429758,130.33,0.87,0.39,-5.55,0.08,0.35,0,0.27,0.11,,,,,
Shinki Chen,23,247973,130.21,0.46,0.21,-10.67,0.03,0.46,0.01,0.13,0.39,,,,,
Shinsei Kamattechan,52,166480,153.35,0.86,0.4,-5.55,0.07,0.02,0.03,0.26,0.54,,,,,
Shinsuke Matsumoto,20,469116,108.67,0.53,0.67,-14.95,0.05,0.8,0.36,0.2,0.25,,,,,
Shintaro Sakamoto,31,259795,102.33,0.63,0.68,-6.73,0.04,0.12,0.28,0.13,0.61,,,,,
Shiny Toy Guns,27,234272,129.19,0.74,0.55,-5.71,0.05,0.06,0.06,0.25,0.37,,,,,
Shinzo,40,181449,157.58,0.92,0.51,-4.21,0.09,0,0.04,0.31,0.31,,,,,
Ship Wrek,38,190577,126.51,0.83,0.75,-5.66,0.06,0.34,0.01,0.16,0.5,,,,,
Shipping News,21,306702,111.6,0.44,0.47,-9.56,0.03,0.81,0.04,0.16,0.16,,,,,
Shiraz Lane,31,225562,141.31,0.97,0.48,-3.28,0.06,0.03,0,0.15,0.6,,,,,
Shire T,42,212432,132.4,0.65,0.6,-11.35,0.05,0.81,0.52,0.1,0.62,,,,,
Shirley & Lee,29,135613,135.9,0.39,0.61,-11.05,0.06,0,0.58,0.08,0.89,,,,,
Shirley Ann Lee,26,127319,128.32,0.26,0.57,-9.77,0.13,0,0.69,0.47,0.59,,,,,
Shirley Brown,19,272640,133.94,0.52,0.64,-8.4,0.05,0,0.39,0.06,0.56,,,,,
Shirley Caesar,22,273639,110.4,0.59,0.51,-8.29,0.12,0,0.55,0.18,0.47,,,,,
Shirley Carvalhaes,37,289646,130.97,0.58,0.49,-6.11,0.04,0,0.43,0.3,0.34,,,,,
Shirlvin Desir,25,167469,109.54,0.49,0.63,-9.85,0.1,0,0.17,0.2,0.39,,,,,
Shiro,53,129890,115.7,0.6,0.62,-7.28,0.31,0,0.32,0.16,0.58,,,,,
Shit Present,30,185783,146.74,0.88,0.37,-4.38,0.06,0,0.12,0.37,0.42,,,,,
ShitKid,25,171188,128.45,0.65,0.58,-6.21,0.04,0.22,0.14,0.25,0.43,,,,,
Shiv-R,26,253774,127.69,0.89,0.6,-6.62,0.1,0,0,0.17,0.43,,,,,
Shkoon,41,441974,106.35,0.41,0.71,-12.32,0.05,0.65,0.22,0.11,0.25,,,,,
Shlohmo,26,287695,118.69,0.63,0.47,-7.28,0.08,0.61,0.29,0.19,0.15,,,,,
Shlømo,28,367333,136.63,0.84,0.61,-10.08,0.06,0.85,0.02,0.2,0.18,,,,,
Shöckface,40,154901,167.98,0.63,0.49,-7.6,0.23,0.15,0.1,0.41,0.35,,,,,
Shocking Blue,40,186310,127.36,0.71,0.65,-7.04,0.04,0.03,0.37,0.16,0.82,,,,,
Shockline,28,210072,145,0.68,0.49,-8.02,0.04,0.49,0.11,0.12,0.17,,,,,
ShockOne,29,273733,162.6,0.91,0.5,-3.68,0.09,0.4,0,0.3,0.32,,,,,
Shockwave,25,168008,125.17,0.84,0.41,-4.81,0.05,0.01,0,0.34,0.28,,,,,
Shoe,38,258204,135.46,0.73,0.58,-5.73,0.05,0.06,0.09,0.19,0.52,,,,,
Shoes,17,170680,145.12,0.83,0.37,-7.77,0.06,0.05,0,0.16,0.85,,,,,
Shoffy,43,183544,102.45,0.46,0.71,-8.6,0.07,0.01,0.42,0.16,0.39,,,,,
Shogun,34,287603,132.84,0.9,0.55,-5.53,0.1,0.38,0.03,0.31,0.26,,,,,
Shokran,25,200571,129.62,0.98,0.43,-3.09,0.15,0.26,0,0.2,0.16,,,,,
Shola Ama,36,297360,113.09,0.84,0.78,-4.55,0.08,0.02,0.04,0.11,0.93,,,,,
Shonen Knife,19,177605,115.93,0.8,0.5,-5.23,0.04,0.02,0.02,0.34,0.8,,,,,
Shongwe & Khuphuka Saved Group,18,300398,93.91,0.75,0.66,-3.49,0.04,0,0.46,0.09,0.57,,,,,
Shonky,20,424827,125.99,0.75,0.76,-10.88,0.04,0.92,0.03,0.06,0.26,,,,,
Shontelle,44,223887,98.23,0.65,0.67,-5.69,0.07,0.02,0.1,0.22,0.38,,,,,
Shook,23,275979,122.46,0.54,0.77,-10.73,0.06,0.61,0.27,0.15,0.63,,,,,
Shook Ones,20,63147,117.88,0.92,0.48,-5.59,0.26,0,0,0.86,0.52,,,,,
Shoot the Girl First,18,246185,148.01,0.93,0.41,-4.27,0.11,0.2,0,0.43,0.28,,,,,
Shooter Jennings,24,233915,131.05,0.64,0.5,-7.06,0.05,0.01,0.27,0.19,0.56,,,,,
Shordie Shordie,52,167277,103.94,0.59,0.71,-8.64,0.31,0,0.21,0.15,0.53,,,,,
Shoreline Mafia,53,171404,110.6,0.53,0.84,-7.87,0.3,0,0.12,0.15,0.37,,,,,
Shores Of Null,26,270542,115.02,0.89,0.39,-5.15,0.08,0.78,0,0.32,0.11,,,,,
Short Bus Pile Up,18,171247,116.74,0.97,0.29,-7.07,0.31,0.9,0,0.11,0.22,,,,,
Shotgun Revolution,25,208264,140.08,0.9,0.51,-4.79,0.09,0.02,0,0.12,0.53,,,,,
Shotgun Rider,33,211884,134.17,0.79,0.54,-5.29,0.04,0,0.05,0.14,0.51,,,,,
Shouse,69,242420,124.55,0.74,0.63,-6.86,0.04,0.06,0.02,0.16,0.32,,,,,
Shout Out Louds,23,247528,138.8,0.78,0.5,-5.57,0.05,0.05,0.12,0.17,0.44,,,,,
Shout Out Out Out Out,18,338760,123.99,0.88,0.64,-8.55,0.03,0.92,0.3,0.12,0.22,,,,,
Shovels & Rope,32,212943,119.87,0.68,0.56,-6.77,0.08,0,0.21,0.18,0.51,,,,,
